no_tms,team_id,franch_id,tm_code,year_id,games,wins,WPCT,ELO,norm_W,rk_nW,elo_talent_wins,rk_eW,pi-x-nW,pi-x-eW
28,gnb,gnb,1979_gnb,1979,6,2,0.333333333,1435.78844,2,21,6.618350726,22,42,145.603716
28,nor,nor,1979_nor,1979,6,2,0.333333333,1408.718695,2,21,6.057238818,23,42,139.3164928
28,det,det,1979_det,1979,6,1,0.166666667,1399.826148,1,25,5.877453031,24,25,141.0588728
28,nyg,nyg,1979_nyg,1979,6,1,0.166666667,1369.856541,1,25,5.292348996,26,25,137.6010739
28,clt,clt,1979_clt,1979,6,1,0.166666667,1359.390643,1,25,5.096741437,27,25,137.6120188
28,cin,cin,1979_cin,1979,6,0,0,1395.942644,0,27.5,5.79975254,25,0,144.9938135
28,sfo,sfo,1979_sfo,1979,6,0,0,1302.138885,0,27.5,4.127639539,28,0,115.5739071
28,dal,dal,1980_dal,1980,6,5,0.833333333,1626.748142,5,3,10.64312261,3,15,31.92936782
28,phi,phi,1980_phi,1980,6,5,0.833333333,1612.323117,5,3,10.36383083,4,15,41.45532332
28,nwe,nwe,1980_nwe,1980,6,5,0.833333333,1591.873398,5,3,9.954778886,5,15,49.77389443
28,buf,buf,1980_buf,1980,6,5,0.833333333,1550.740922,5,3,9.096137758,8,15,72.76910206
28,det,det,1980_det,1980,6,5,0.833333333,1500.582509,5,3,8.012652206,14,15,112.1771309
28,pit,pit,1980_pit,1980,6,4,0.666666667,1674.79138,4,7.5,11.50431297,1,30,11.50431297
28,sdg,sdg,1980_sdg,1980,6,4,0.666666667,1634.991157,4,7.5,10.79883764,2,30,21.59767527
28,ram,ram,1980_ram,1980,6,4,0.666666667,1565.9262,4,7.5,9.417695598,6,30,56.50617359
28,clt,clt,1980_clt,1980,6,4,0.666666667,1526.031171,4,7.5,8.56507809,12,30,102.7809371
28,oti,oti,1980_oti,1980,6,3,0.5,1552.726893,3,14,9.138438639,7,42,63.96907047
28,cle,rav,1980_cle,1980,6,3,0.5,1546.084033,3,14,8.996689719,9,42,80.97020747
28,den,den,1980_den,1980,6,3,0.5,1539.7069,3,14,8.859972055,10,42,88.59972055
28,rai,rai,1980_rai,1980,6,3,0.5,1535.521922,3,14,8.76995353,11,42,96.46948883
28,sea,sea,1980_sea,1980,6,3,0.5,1520.413701,3,14,8.443428112,13,42,109.7645655
28,mia,mia,1980_mia,1980,6,3,0.5,1486.518546,3,14,7.706953832,15,42,115.6043075
28,atl,atl,1980_atl,1980,6,3,0.5,1463.996595,3,14,7.219648742,17,42,122.7340286
28,min,min,1980_min,1980,6,3,0.5,1459.745987,3,14,7.128246124,19,42,135.4366763
28,sfo,sfo,1980_sfo,1980,6,3,0.5,1392.277949,3,14,5.726909342,26,42,148.8996429
28,tam,tam,1980_tam,1980,6,2.5,0.416666667,1422.133288,2.5,19.5,6.332926772,24,48.75,151.9902425
28,gnb,gnb,1980_gnb,1980,6,2.5,0.416666667,1393.623908,2.5,19.5,5.753607834,25,48.75,143.8401958
28,chi,chi,1980_chi,1980,6,2,0.333333333,1466.156069,2,22.5,7.266169484,16,45,116.2587117
28,kan,kan,1980_kan,1980,6,2,0.333333333,1463.907424,2,22.5,7.217728942,18,45,129.919121
28,crd,crd,1980_crd,1980,6,2,0.333333333,1458.174648,2,22.5,7.094516977,21,45,148.9848565
28,cin,cin,1980_cin,1980,6,2,0.333333333,1446.02325,2,22.5,6.83494486,22,45,150.3687869
28,was,was,1980_was,1980,6,1,0.166666667,1459.231508,1,26,7.117199019,20,26,142.3439804
28,nyj,nyj,1980_nyj,1980,6,1,0.166666667,1422.256419,1,26,6.335480137,23,26,145.7160432
28,nyg,nyg,1980_nyg,1980,6,1,0.166666667,1370.165535,1,26,5.298198176,28,26,148.3495489
28,nor,nor,1980_nor,1980,6,0,0,1371.654156,0,28,5.326435195,27,0,143.8137503
28,phi,phi,1981_phi,1981,6,6,1,1679.161093,6,1,11.5765251,1,6,11.5765251
28,den,den,1981_den,1981,6,5,0.833333333,1618.287091,5,2,10.48030482,2,10,20.96060965
28,mia,mia,1981_mia,1981,6,4.5,0.75,1564.892595,4.5,3,9.395955893,9,13.5,84.56360304
28,sdg,sdg,1981_sdg,1981,6,4,0.666666667,1601.273622,4,9,10.14457253,3,36,30.4337176
28,dal,dal,1981_dal,1981,6,4,0.666666667,1598.166123,4,9,10.08214756,4,36,40.32859023
28,ram,ram,1981_ram,1981,6,4,0.666666667,1585.468714,4,9,9.823899361,5,36,49.11949681
28,buf,buf,1981_buf,1981,6,4,0.666666667,1583.24631,4,9,9.778207033,6,36,58.6692422
28,pit,pit,1981_pit,1981,6,4,0.666666667,1579.582439,4,9,9.70258083,7,36,67.91806581
28,oti,oti,1981_oti,1981,6,4,0.666666667,1570.394819,4,9,9.511408716,8,36,76.09126973
28,kan,kan,1981_kan,1981,6,4,0.666666667,1543.067699,4,9,8.932095892,12,36,107.1851507
28,min,min,1981_min,1981,6,4,0.666666667,1518.694104,4,9,8.406143469,13,36,109.2798651
28,sfo,sfo,1981_sfo,1981,6,4,0.666666667,1510.106084,4,9,8.219694262,15,36,123.2954139
28,cin,cin,1981_cin,1981,6,4,0.666666667,1504.447876,4,9,8.09670349,17,36,137.6439593
28,tam,tam,1981_tam,1981,6,4,0.666666667,1480.928978,4,9,7.585652469,18,36,136.5417444
28,atl,atl,1981_atl,1981,6,3,0.5,1559.97978,3,15.5,9.292315543,10,46.5,92.92315543
28,nyg,nyg,1981_nyg,1981,6,3,0.5,1416.716709,3,15.5,6.221001231,21,46.5,130.6410259
28,nyj,nyj,1981_nyj,1981,6,2.5,0.416666667,1465.501897,2.5,17,7.252071201,20,42.5,145.041424
28,rai,rai,1981_rai,1981,6,2,0.333333333,1548.375023,2,20,9.045657617,11,40,99.50223379
28,cle,rav,1981_cle,1981,6,2,0.333333333,1510.397497,2,20,8.226026205,14,40,115.1643669
28,det,det,1981_det,1981,6,2,0.333333333,1475.76285,2,20,7.473715654,19,40,142.0005974
28,crd,crd,1981_crd,1981,6,2,0.333333333,1396.309742,2,20,5.807075301,23,40,133.5627319
28,gnb,gnb,1981_gnb,1981,6,2,0.333333333,1386.915043,2,20,5.621184543,25,40,140.5296136
28,nwe,nwe,1981_nwe,1981,6,1,0.166666667,1505.999994,1,25.5,8.130448683,16,25.5,130.0871789
28,was,was,1981_was,1981,6,1,0.166666667,1416.381227,1,25.5,6.214095235,22,25.5,136.7100952
28,sea,sea,1981_sea,1981,6,1,0.166666667,1388.997018,1,25.5,5.66210287,24,25.5,135.8904689
28,chi,chi,1981_chi,1981,6,1,0.166666667,1384.595262,1,25.5,5.575785087,26,25.5,144.9704123
28,clt,clt,1981_clt,1981,6,1,0.166666667,1371.365765,1,25.5,5.320957381,27,25.5,143.6658493
28,nor,nor,1981_nor,1981,6,1,0.166666667,1317.869131,1,25.5,4.375015395,28,25.5,122.5004311
28,dal,dal,1983_dal,1983,6,6,1,1657.466323,6,1,11.20732694,2,6,22.41465388
28,was,was,1983_was,1983,6,5,0.833333333,1692.176565,5,2.5,11.78474824,1,12.5,11.78474824
28,rai,rai,1983_rai,1983,6,5,0.833333333,1653.673701,5,2.5,11.14015166,3,12.5,33.42045499
28,sfo,sfo,1983_sfo,1983,6,4,0.666666667,1589.032418,4,8,9.896873367,4,32,39.58749347
28,pit,pit,1983_pit,1983,6,4,0.666666667,1568.677786,4,8,9.475453973,6,32,56.85272384
28,phi,phi,1983_phi,1983,6,4,0.666666667,1536.222547,4,8,8.785039028,9,32,79.06535126
28,nor,nor,1983_nor,1983,6,4,0.666666667,1511.740273,4,8,8.25519873,11,32,90.80718603
28,buf,buf,1983_buf,1983,6,4,0.666666667,1509.698153,4,8,8.210830075,12,32,98.52996091
28,min,min,1983_min,1983,6,4,0.666666667,1503.733811,4,8,8.081177452,13,32,105.0553069
28,ram,ram,1983_ram,1983,6,4,0.666666667,1496.65437,4,8,7.927233117,14,32,110.9812636
28,cle,rav,1983_cle,1983,6,4,0.666666667,1494.833156,4,8,7.887634623,16,32,126.202154
28,clt,clt,1983_clt,1983,6,4,0.666666667,1417.256322,4,8,6.232115885,25,32,155.8028971
28,nyj,nyj,1983_nyj,1983,6,3,0.5,1575.323967,3,15.5,9.61423508,5,46.5,48.0711754
28,mia,mia,1983_mia,1983,6,3,0.5,1567.841206,3,15.5,9.457911382,7,46.5,66.20537968
28,sdg,sdg,1983_sdg,1983,6,3,0.5,1559.499829,3,15.5,9.282164033,8,46.5,74.25731227
28,sea,sea,1983_sea,1983,6,3,0.5,1511.91885,3,15.5,8.259077892,10,46.5,82.59077892
28,gnb,gnb,1983_gnb,1983,6,3,0.5,1485.66552,3,15.5,7.688431452,17,46.5,130.7033347
28,den,den,1983_den,1983,6,3,0.5,1449.972423,3,15.5,6.919042713,22,46.5,152.2189397
28,kan,kan,1983_kan,1983,6,2,0.333333333,1496.462594,2,21.5,7.923063141,15,43,118.8459471
28,nyg,nyg,1983_nyg,1983,6,2,0.333333333,1467.419268,2,21.5,7.293406722,18,43,131.281321
28,det,det,1983_det,1983,6,2,0.333333333,1465.139468,2,21.5,7.244262472,19,43,137.640987
28,atl,atl,1983_atl,1983,6,2,0.333333333,1465.102864,2,21.5,7.243473905,20,43,144.8694781
28,nwe,nwe,1983_nwe,1983,6,2,0.333333333,1449.133489,2,21.5,6.901155111,23,43,158.7265676
28,chi,chi,1983_chi,1983,6,2,0.333333333,1426.867107,2,21.5,6.431369501,24,43,154.352868
28,cin,cin,1983_cin,1983,6,1,0.166666667,1462.150024,1,25.5,7.179913001,21,25.5,150.778173
28,crd,crd,1983_crd,1983,6,1,0.166666667,1392.579658,1,25.5,5.732888419,26,25.5,149.0550989
28,tam,tam,1983_tam,1983,6,0,0,1386.305065,0,27.5,5.609227097,27,0,151.4491316
28,oti,oti,1983_oti,1983,6,0,0,1322.068568,0,27.5,4.443650416,28,0,124.4222117
28,mia,mia,1984_mia,1984,6,6,1,1708.815661,6,1.5,12.03503908,1,9,12.03503908
28,sfo,sfo,1984_sfo,1984,6,6,1,1666.371309,6,1.5,11.36205324,4,9,45.44821297
28,rai,rai,1984_rai,1984,6,5,0.833333333,1686.68837,5,3.5,11.69822812,2,17.5,23.39645624
28,den,den,1984_den,1984,6,5,0.833333333,1571.634109,5,3.5,9.537316602,6,17.5,57.22389961
28,was,was,1984_was,1984,6,4,0.666666667,1674.747711,4,8,11.50358566,3,32,34.51075698
28,sea,sea,1984_sea,1984,6,4,0.666666667,1590.538136,4,8,9.927593577,5,32,49.63796789
28,dal,dal,1984_dal,1984,6,4,0.666666667,1566.613844,4,8,9.432145761,7,32,66.02502033
28,nwe,nwe,1984_nwe,1984,6,4,0.666666667,1545.057913,4,8,8.974730905,9,32,80.77257814
28,sdg,sdg,1984_sdg,1984,6,4,0.666666667,1537.113623,4,8,8.804216655,10,32,88.04216655
28,chi,chi,1984_chi,1984,6,4,0.666666667,1514.679948,4,8,8.319038958,12,32,99.8284675
28,nyj,nyj,1984_nyj,1984,6,4,0.666666667,1510.372338,4,8,8.225479556,13,32,106.9312342
28,crd,crd,1984_crd,1984,6,3,0.5,1550.798357,3,15.5,9.097362059,8,46.5,72.77889647
28,ram,ram,1984_ram,1984,6,3,0.5,1519.056658,3,15.5,8.41400604,11,46.5,92.55406644
28,kan,kan,1984_kan,1984,6,3,0.5,1509.952138,3,15.5,8.216349132,14,46.5,115.0288878
28,pit,pit,1984_pit,1984,6,3,0.5,1501.860724,3,15.5,8.040447894,15,46.5,120.6067184
28,atl,atl,1984_atl,1984,6,3,0.5,1499.192666,3,15.5,7.982428771,16,46.5,127.7188603
28,nor,nor,1984_nor,1984,6,3,0.5,1474.676258,3,15.5,7.450197863,17,46.5,126.6533637
28,nyg,nyg,1984_nyg,1984,6,3,0.5,1438.750242,3,15.5,6.680815099,20,46.5,133.616302
28,tam,tam,1984_tam,1984,6,3,0.5,1399.908596,3,15.5,5.879108171,26,46.5,152.8568124
28,phi,phi,1984_phi,1984,6,2,0.333333333,1436.817298,2,21,6.640028496,21,42,139.4405984
28,min,min,1984_min,1984,6,2,0.333333333,1419.590049,2,21,6.280276455,24,42,150.7266349
28,clt,clt,1984_clt,1984,6,2,0.333333333,1413.189605,2,21,6.148553443,25,42,153.7138361
28,det,det,1984_det,1984,6,1,0.166666667,1454.195073,1,24.5,7.00925145,18,24.5,126.1665261
28,cle,rav,1984_cle,1984,6,1,0.166666667,1446.561069,1,24.5,6.8463817,19,24.5,130.0812523
28,cin,cin,1984_cin,1984,6,1,0.166666667,1427.908458,1,24.5,6.453099576,22,24.5,141.9681907
28,gnb,gnb,1984_gnb,1984,6,1,0.166666667,1423.533183,1,24.5,6.361979481,23,24.5,146.3255281
28,buf,buf,1984_buf,1984,6,0,0,1362.463842,0,27.5,5.15366417,27,0,139.1489326
28,oti,oti,1984_oti,1984,6,0,0,1271.989707,0,27.5,3.700232203,28,0,103.6065017
28,chi,chi,1985_chi,1985,6,6,1,1661.6944,6,1.5,11.28132421,1,9,11.28132421
28,ram,ram,1985_ram,1985,6,6,1,1622.948025,6,1.5,10.57035826,4,9,42.28143303
28,dal,dal,1985_dal,1985,6,5,0.833333333,1595.845482,5,3.5,10.03532275,7,17.5,70.24725923
28,nyj,nyj,1985_nyj,1985,6,5,0.833333333,1566.799317,5,3.5,9.43604149,9,17.5,84.92437341
28,mia,mia,1985_mia,1985,6,4,0.666666667,1637.44499,4,7,10.84460976,2,28,21.68921952
28,rai,rai,1985_rai,1985,6,4,0.666666667,1618.195648,4,7,10.47852938,5,28,52.3926469
28,den,den,1985_den,1985,6,4,0.666666667,1600.849445,4,7,10.13607043,6,28,60.8164226
28,sea,sea,1985_sea,1985,6,4,0.666666667,1573.970317,4,7,9.58605582,8,28,76.68844656
28,cle,rav,1985_cle,1985,6,4,0.666666667,1530.15892,4,7,8.654295987,13,28,112.5058478
28,sfo,sfo,1985_sfo,1985,6,3,0.5,1637.412507,3,15,10.84400565,3,45,32.53201695
28,kan,kan,1985_kan,1985,6,3,0.5,1554.698808,3,15,9.180371535,10,45,91.80371535
28,was,was,1985_was,1985,6,3,0.5,1541.333659,3,15,8.894902276,11,45,97.84392504
28,nyg,nyg,1985_nyg,1985,6,3,0.5,1539.191497,3,15,8.848897812,12,45,106.1867737
28,crd,crd,1985_crd,1985,6,3,0.5,1515.868536,3,15,8.344839715,14,45,116.827756
28,gnb,gnb,1985_gnb,1985,6,3,0.5,1509.952842,3,15,8.216364424,15,45,123.2454664
28,sdg,sdg,1985_sdg,1985,6,3,0.5,1481.97386,3,15,7.60831451,18,45,136.9496612
28,nwe,nwe,1985_nwe,1985,6,3,0.5,1481.375409,3,15,7.595334098,19,45,144.3113479
28,nor,nor,1985_nor,1985,6,3,0.5,1464.806086,3,15,7.237080924,21,45,151.9786994
28,min,min,1985_min,1985,6,3,0.5,1438.383726,3,15,6.673075392,22,45,146.8076586
28,det,det,1985_det,1985,6,3,0.5,1412.896506,3,15,6.142549096,23,45,141.2786292
28,pit,pit,1985_pit,1985,6,2,0.333333333,1490.107202,2,22.5,7.784910299,16,45,124.5585648
28,cin,cin,1985_cin,1985,6,2,0.333333333,1489.491538,2,22.5,7.77153277,17,45,132.1160571
28,phi,phi,1985_phi,1985,6,2,0.333333333,1473.224947,2,22.5,7.418801884,20,45,148.3760377
28,clt,clt,1985_clt,1985,6,2,0.333333333,1390.576862,2,22.5,5.693259694,24,45,136.6382326
28,oti,oti,1985_oti,1985,6,1,0.166666667,1323.965223,1,25,4.474993451,27,25,120.8248232
28,atl,atl,1985_atl,1985,6,0,0,1346.851552,0,27,4.869179229,25,0,121.7294807
28,tam,tam,1985_tam,1985,6,0,0,1336.640662,0,27,4.689768997,26,0,121.9339939
28,buf,buf,1985_buf,1985,6,0,0,1292.059957,0,27,3.97763359,28,0,111.3737405
28,chi,chi,1986_chi,1986,6,6,1,1755.981185,6,1.5,12.63468072,1,9,12.63468072
28,den,den,1986_den,1986,6,6,1,1686.296853,6,1.5,11.69198366,2,9,23.38396732
28,nyg,nyg,1986_nyg,1986,6,5,0.833333333,1637.798713,5,4.5,10.85118524,3,22.5,32.55355573
28,was,was,1986_was,1986,6,5,0.833333333,1600.681766,5,4.5,10.13270786,6,22.5,60.79624713
28,nyj,nyj,1986_nyj,1986,6,5,0.833333333,1589.053586,5,4.5,9.897305725,10,22.5,98.97305725
28,atl,atl,1986_atl,1986,6,5,0.833333333,1495.220752,5,4.5,7.896061672,16,22.5,126.3369867
28,sfo,sfo,1986_sfo,1986,6,4,0.666666667,1632.571985,4,10,10.7534468,4,40,43.0137872
28,sea,sea,1986_sea,1986,6,4,0.666666667,1599.505525,4,10,10.10909345,7,40,70.76365418
28,dal,dal,1986_dal,1986,6,4,0.666666667,1589.75352,4,10,9.911594026,9,40,89.20434623
28,ram,ram,1986_ram,1986,6,4,0.666666667,1537.102901,4,10,8.803985942,11,40,96.84384536
28,cin,cin,1986_cin,1986,6,4,0.666666667,1523.374698,4,10,8.507580957,12,40,102.0909715
28,min,min,1986_min,1986,6,4,0.666666667,1511.309641,4,10,8.245843755,14,40,115.4418126
28,cle,rav,1986_cle,1986,6,4,0.666666667,1508.326158,4,10,8.181013317,15,40,122.7151998
28,rai,rai,1986_rai,1986,6,3,0.5,1601.3575,3,15.5,10.14625303,5,46.5,50.73126516
28,nwe,nwe,1986_nwe,1986,6,3,0.5,1594.832178,3,15.5,10.01482256,8,46.5,80.11858047
28,kan,kan,1986_kan,1986,6,3,0.5,1476.718878,3,15.5,7.494415437,18,46.5,134.8994779
28,det,det,1986_det,1986,6,3,0.5,1446.941706,3,15.5,6.854479142,20,46.5,137.0895828
28,mia,mia,1986_mia,1986,6,2,0.333333333,1522.771223,2,19,8.494511346,13,38,110.4286475
28,phi,phi,1986_phi,1986,6,2,0.333333333,1485.030726,2,19,7.674649958,17,38,130.4690493
28,nor,nor,1986_nor,1986,6,2,0.333333333,1403.44779,2,19,5.950368429,22,38,130.9081054
28,sdg,sdg,1986_sdg,1986,6,1,0.166666667,1468.629761,1,23.5,7.319523779,19,23.5,139.0709518
28,pit,pit,1986_pit,1986,6,1,0.166666667,1420.64613,1,23.5,6.302118797,21,23.5,132.3444947
28,crd,crd,1986_crd,1986,6,1,0.166666667,1367.705675,1,23.5,5.251748864,23,23.5,120.7902239
28,oti,oti,1986_oti,1986,6,1,0.166666667,1355.278719,1,23.5,5.021273216,24,23.5,120.5105572
28,buf,buf,1986_buf,1986,6,1,0.166666667,1335.837662,1,23.5,4.675896071,26,23.5,121.5732978
28,tam,tam,1986_tam,1986,6,1,0.166666667,1301.411404,1,23.5,4.116583927,28,23.5,115.26435
28,gnb,gnb,1986_gnb,1986,6,0,0,1349.528451,0,27.5,4.917108646,25,0,122.9277161
28,clt,clt,1986_clt,1986,6,0,0,1335.363529,0,27.5,4.667721341,27,0,126.0284762
28,cin,cin,1988_cin,1988,6,6,1,1584.579492,6,1,9.805633756,6,6,58.83380254
28,chi,chi,1988_chi,1988,6,5,0.833333333,1625.015515,5,3.5,10.61002097,1,17.5,10.61002097
28,nor,nor,1988_nor,1988,6,5,0.833333333,1610.213246,5,3.5,10.32230337,4,17.5,41.28921347
28,ram,ram,1988_ram,1988,6,5,0.833333333,1569.006671,5,3.5,9.482346109,7,17.5,66.37642276
28,buf,buf,1988_buf,1988,6,5,0.833333333,1520.239679,5,3.5,8.439655822,14,17.5,118.1551815
28,sfo,sfo,1988_sfo,1988,6,4,0.666666667,1610.648942,4,8,10.33089244,3,32,30.99267731
28,min,min,1988_min,1988,6,4,0.666666667,1596.116354,4,8,10.04079723,5,32,50.20398615
28,sea,sea,1988_sea,1988,6,4,0.666666667,1557.362499,4,8,9.236902065,9,32,83.13211859
28,crd,crd,1988_crd,1988,6,4,0.666666667,1550.094719,4,8,9.082359217,10,32,90.82359217
28,oti,oti,1988_oti,1988,6,4,0.666666667,1513.103459,4,8,8.284807425,17,32,140.8417262
28,nyj,nyj,1988_nyj,1988,6,3.5,0.583333333,1518.524256,3.5,11,8.40245977,15,38.5,126.0368966
28,was,was,1988_was,1988,6,3,0.5,1624.108382,3,14.5,10.59264029,2,43.5,21.18528058
28,den,den,1988_den,1988,6,3,0.5,1568.546699,3,14.5,9.472706197,8,43.5,75.78164958
28,cle,rav,1988_cle,1988,6,3,0.5,1549.257958,3,14.5,9.064507195,11,43.5,99.70957915
28,mia,mia,1988_mia,1988,6,3,0.5,1547.50515,3,14.5,9.027074583,12,43.5,108.324895
28,phi,phi,1988_phi,1988,6,3,0.5,1526.518175,3,14.5,8.575612432,13,43.5,111.4829616
28,nyg,nyg,1988_nyg,1988,6,3,0.5,1516.543481,3,14.5,8.359487505,16,43.5,133.7518001
28,nwe,nwe,1988_nwe,1988,6,2,0.333333333,1458.032393,2,20,7.09146512,18,40,127.6463722
28,dal,dal,1988_dal,1988,6,2,0.333333333,1456.119522,2,20,7.050455398,19,40,133.9586526
28,rai,rai,1988_rai,1988,6,2,0.333333333,1428.426349,2,20,6.463916251,22,40,142.2061575
28,sdg,sdg,1988_sdg,1988,6,2,0.333333333,1420.521674,2,20,6.299543191,24,40,151.1890366
28,tam,tam,1988_tam,1988,6,2,0.333333333,1344.278913,2,20,4.82346119,28,40,135.0569133
28,kan,kan,1988_kan,1988,6,1.5,0.25,1455.982186,1.5,23,7.047513086,20,34.5,140.9502617
28,clt,clt,1988_clt,1988,6,1,0.166666667,1447.066368,1,26,6.857131673,21,26,143.9997651
28,pit,pit,1988_pit,1988,6,1,0.166666667,1425.419833,1,26,6.401212932,23,26,147.2278974
28,gnb,gnb,1988_gnb,1988,6,1,0.166666667,1398.884266,1,26,5.85856101,25,26,146.4640253
28,det,det,1988_det,1988,6,1,0.166666667,1369.133991,1,26,5.278687461,26,26,137.245874
28,atl,atl,1988_atl,1988,6,1,0.166666667,1345.406991,1,26,4.84346617,27,26,130.7735866
28,sfo,sfo,1989_sfo,1989,6,5,0.833333333,1688.412054,5,2.5,11.72560609,1,12.5,11.72560609
28,den,den,1989_den,1989,6,5,0.833333333,1601.597209,5,2.5,10.15105434,2,12.5,20.30210867
28,ram,ram,1989_ram,1989,6,5,0.833333333,1596.991572,5,2.5,10.05846978,3,12.5,30.17540935
28,nyg,nyg,1989_nyg,1989,6,5,0.833333333,1594.088548,5,2.5,9.999757485,4,12.5,39.99902994
28,cin,cin,1989_cin,1989,6,4,0.666666667,1590.249415,4,7,9.92170826,5,28,49.6085413
