COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,uber_data_uber_count,green_data_green_data,yellow_data_yellow_count
81,12601,36081012601,126.01,Census Tract 126.01,150189,0,24,175,48
81,12602,36081012602,126.02,Census Tract 126.02,148974,0,16,79,35
61,12700,36061012700,127,Census Tract 127,174026,0,12526,10,449289
47,12700,36047012700,127,Census Tract 127,163391,0,1976,4819,7347
5,12701,36005012701,127.01,Census Tract 127.01,107703,0,19,1675,38
81,12800,36081012800,128,Census Tract 128,159380,0,39,81,32
61,12800,36061012800,128,Census Tract 128,178789,0,16735,16,568545
47,12801,36047012801,128.01,Census Tract 128.01,114974,0,64,52,76
85,12804,36085012804,128.04,Census Tract 128.04,897166,342703,1,2,7
85,12805,36085012805,128.05,Census Tract 128.05,1006609,344653,0,0,7
85,12806,36085012806,128.06,Census Tract 128.06,1319469,580167,3,2,10
61,12900,36061012900,129,Census Tract 129,404224,407508,25917,33,576955
5,12901,36005012901,129.01,Census Tract 129.01,156381,0,27,2446,99
47,12901,36047012901,129.01,Census Tract 129.01,136889,0,3420,34983,33808
47,12902,36047012902,129.02,Census Tract 129.02,127063,0,2642,15577,15881
81,13000,36081013000,130,Census Tract 130,187692,0,46,182,57
47,13000,36047013000,130,Census Tract 130,176429,0,308,543,384
61,13000,36061013000,130,Census Tract 130,178226,0,22011,19,475033
5,13000,36005013000,130,Census Tract 130,116144,0,12,182,25
61,13100,36061013100,131,Census Tract 131,174140,0,34364,22,883587
5,13100,36005013100,131,Census Tract 131,232208,0,47,1066,44
47,13100,36047013100,131,Census Tract 131,156385,0,2436,18371,16222
81,13200,36081013200,132,Census Tract 132,192356,0,92,475,85
61,13200,36061013200,132,Census Tract 132,200886,92937,8841,12,313260
5,13200,36005013200,132,Census Tract 132,604268,925089,133,226,43
47,13200,36047013200,132,Census Tract 132,155778,0,65,41,51
85,13201,36085013201,132.01,Census Tract 132.01,469586,0,0,1,3
85,13203,36085013203,132.03,Census Tract 132.03,1027705,5153,2,0,2
85,13204,36085013204,132.04,Census Tract 132.04,1045193,0,1,0,2
47,13300,36047013300,133,Census Tract 133,148501,0,3220,19835,18942
5,13300,36005013300,133,Census Tract 133,161159,0,24,1698,78
61,13300,36061013300,133,Census Tract 133,174356,0,13503,9,450835
85,13301,36085013301,133.01,Census Tract 133.01,67337,0,1,0,
85,13302,36085013302,133.02,Census Tract 133.02,848672,0,4,10,4
81,13400,36081013400,134,Census Tract 134,190809,0,313,1088,170
85,13400,36085013400,134,Census Tract 134,850704,0,3,1,6
61,13400,36061013400,134,Census Tract 134,181778,0,14962,33,490341
47,13400,36047013400,134,Census Tract 134,268236,0,297,255,229
81,13500,36081013500,135,Census Tract 135,135759,0,235,1196,1662
47,13500,36047013500,135,Census Tract 135,151867,0,2580,13067,9510
61,13500,36061013500,135,Census Tract 135,432329,401309,17923,20,355136
5,13500,36005013500,135,Census Tract 135,167404,0,46,724,57
81,13600,36081013600,136,Census Tract 136,151702,0,179,1067,138
61,13600,36061013600,136,Census Tract 136,219497,110998,16400,30,424195
47,13600,36047013600,136,Census Tract 136,214252,0,203,149,168
81,13700,36081013700,137,Census Tract 137,199933,0,408,3801,4839
61,13700,36061013700,137,Census Tract 137,225671,0,51559,25,1188307
47,13700,36047013700,137,Census Tract 137,152453,0,2192,16815,12736
81,13800,36081013800,138,Census Tract 138,169754,0,150,513,99
85,13800,36085013800,138,Census Tract 138,1407432,0,10,0,3
61,13800,36061013800,138,Census Tract 138,182091,0,15970,28,447716
5,13800,36005013800,138,Census Tract 138,764724,3460640,25,52,40
47,13800,36047013800,138,Census Tract 138,162579,0,311,307,255
61,13900,36061013900,139,Census Tract 139,181595,0,15930,22,491508
47,13900,36047013900,139,Census Tract 139,151331,0,1647,10253,8261
81,14000,36081014000,140,Census Tract 140,222106,0,231,1912,227
47,14000,36047014000,140,Census Tract 140,147522,0,138,42,85
61,14000,36061014000,140,Census Tract 140,179108,0,14153,26,498078
81,14100,36081014100,141,Census Tract 141,171071,0,392,5249,2614
47,14100,36047014100,141,Census Tract 141,165483,0,1727,6783,5542
5,14100,36005014100,141,Census Tract 141,177166,0,105,5324,449
85,14100,36085014100,141,Census Tract 141,311364,0,1,3,3
61,14200,36061014200,142,Census Tract 142,178986,0,18923,32,452132
47,14200,36047014200,142,Census Tract 142,200225,0,187,165,244
81,14201,36081014201,142.01,Census Tract 142.01,210914,0,28,273,145
81,14202,36081014202,142.02,Census Tract 142.02,618132,0,178,1796,753
81,14300,36081014300,143,Census Tract 143,136506,0,637,22889,8456
47,14300,36047014300,143,Census Tract 143,217210,0,1732,5176,4679
61,14300,36061014300,143,Census Tract 143,2991654,567106,20103,63758,1083548
5,14300,36005014300,143,Census Tract 143,129711,0,41,974,69
81,14400,36081014400,144,Census Tract 144,219829,0,62,1270,347
5,14400,36005014400,144,Census Tract 144,396820,0,28,245,27
61,14401,36061014401,144.01,Census Tract 144.01,74319,0,4617,8,124461
61,14402,36061014402,144.02,Census Tract 144.02,176863,0,8094,10,185075
81,14500,36081014500,145,Census Tract 145,127735,0,299,948,565
47,14500,36047014500,145,Census Tract 145,216621,0,1445,3901,3013
5,14500,36005014500,145,Census Tract 145,181445,0,43,2931,152
61,14500,36061014500,145,Census Tract 145,178321,0,21770,24,737586
61,14601,36061014601,146.01,Census Tract 146.01,74328,0,5997,12,218304
61,14602,36061014602,146.02,Census Tract 146.02,109194,0,7131,31,248763
85,14604,36085014604,146.04,Census Tract 146.04,1129003,0,2,1,3
85,14605,36085014605,146.05,Census Tract 146.05,875799,6861,1,1,4
85,14606,36085014606,146.06,Census Tract 146.06,1768736,192,1,1,6
85,14607,36085014607,146.07,Census Tract 146.07,683478,0,0,0,1
85,14608,36085014608,146.08,Census Tract 146.08,448628,0,0,0,2
81,14700,36081014700,147,Census Tract 147,147950,0,559,11025,3701
85,14700,36085014700,147,Census Tract 147,1667491,4948,27,53,26
61,14700,36061014700,147,Census Tract 147,65414,0,5124,4,57641
47,14700,36047014700,147,Census Tract 147,105979,0,928,1529,756
5,14701,36005014701,147.01,Census Tract 147.01,138921,0,42,1798,88
5,14702,36005014702,147.02,Census Tract 147.02,116306,0,72,1357,57
81,14800,36081014800,148,Census Tract 148,157056,0,18,273,159
47,14800,36047014800,148,Census Tract 148,133459,0,53,20,22
61,14801,36061014801,148.01,Census Tract 148.01,51979,0,5153,12,225391
61,14802,36061014802,148.02,Census Tract 148.02,125620,0,7667,33,396888
81,14900,36081014900,149,Census Tract 149,106596,0,509,12620,3049
47,14900,36047014900,149,Census Tract 149,249831,0,2330,7073,3052
61,14900,36061014900,149,Census Tract 149,174047,0,14991,24,581924
5,14900,36005014900,149,Census Tract 149,155523,0,51,1701,57
81,15000,36081015000,150,Census Tract 150,147117,0,52,102,71
47,15000,36047015000,150,Census Tract 150,133505,0,50,17,38
61,15001,36061015001,150.01,Census Tract 150.01,51643,0,4268,9,141729
61,15002,36061015002,150.02,Census Tract 150.02,125571,0,8327,22,310025
85,15100,36085015100,151,Census Tract 151,1004257,0,11,3,9
81,15100,36081015100,151,Census Tract 151,133431,0,448,1563,1088
47,15100,36047015100,151,Census Tract 151,149311,0,2354,9672,3834
61,15100,36061015100,151,Census Tract 151,333044,306023,12751,13,250113
5,15100,36005015100,151,Census Tract 151,209001,0,44,2398,159
81,15200,36081015200,152,Census Tract 152,185295,0,30,280,268
61,15200,36061015200,152,Census Tract 152,189341,529192,5647,652,177308
5,15200,36005015200,152,Census Tract 152,284310,0,42,349,44
47,15200,36047015200,152,Census Tract 152,267381,0,419,61,53
61,15300,36061015300,153,Census Tract 153,174116,0,15336,27,483163
81,15300,36081015300,153,Census Tract 153,121629,0,427,8289,2832
47,15300,36047015300,153,Census Tract 153,150477,0,2064,15288,4804
5,15300,36005015300,153,Census Tract 153,236838,0,41,1223,57
81,15400,36081015400,154,Census Tract 154,150144,0,53,182,95
85,15400,36085015400,154,Census Tract 154,2220712,2745202,0,0,3
47,15400,36047015400,154,Census Tract 154,928360,0,307,76,82
61,15400,36061015400,154,Census Tract 154,177371,0,8903,33,324589
81,15500,36081015500,155,Census Tract 155,147508,0,897,60470,14550
47,15500,36047015500,155,Census Tract 155,149645,0,2065,7952,2586
61,15500,36061015500,155,Census Tract 155,197390,214654,8564,12,190830
5,15500,36005015500,155,Census Tract 155,114986,0,41,1807,56
81,15600,36081015600,156,Census Tract 156,209476,0,51,159,89
85,15601,36085015601,156.01,Census Tract 156.01,1429953,0,4,0,2
61,15601,36061015601,156.01,Census Tract 156.01,73566,0,2921,5857,94686
85,15602,36085015602,156.02,Census Tract 156.02,881072,0,0,0,1
61,15602,36061015602,156.02,Census Tract 156.02,108755,0,803,19756,37954
85,15603,36085015603,156.03,Census Tract 156.03,1047110,2592929,2,1,9
81,15700,36081015700,157,Census Tract 157,128464,0,608,46203,12003
5,15700,36005015700,157,Census Tract 157,319009,0,42,611,44
47,15700,36047015700,157,Census Tract 157,167428,0,2780,12346,4296
61,15700,36061015700,157,Census Tract 157,182396,0,14320,25,380826
5,15800,36005015800,158,Census Tract 158,162176,0,15,188,9
81,15801,36081015801,158.01,Census Tract 158.01,295608,0,25,142,162
61,15801,36061015801,158.01,Census Tract 158.01,125754,0,5539,9158,232046
61,15802,36061015802,158.02,Census Tract 158.02,51510,0,1897,26411,62279
81,15802,36081015802,158.02,Census Tract 158.02,278405,0,52,282,100
81,15900,36081015900,159,Census Tract 159,169679,0,813,5692,3372
5,15900,36005015900,159,Census Tract 159,103416,0,34,3073,72
47,15900,36047015900,159,Census Tract 159,250867,0,3592,15497,12480
61,15900,36061015900,159,Census Tract 159,175127,110770,10373,11,317182
47,16000,36047016000,160,Census Tract 160,258630,0,463,422,522
5,16000,36005016000,160,Census Tract 160,494499,2614648,48,84,23
61,16001,36061016001,160.01,Census Tract 160.01,125615,0,6817,11166,241959
61,16002,36061016002,160.02,Census Tract 160.02,51424,0,2089,39715,60308
81,16100,36081016100,161,Census Tract 161,107696,0,332,6321,2894
47,16100,36047016100,161,Census Tract 161,182398,0,3434,16665,21727
61,16100,36061016100,161,Census Tract 161,155741,0,8386,21,221219
5,16100,36005016100,161,Census Tract 161,239125,0,70,1870,68
47,16200,36047016200,162,Census Tract 162,238123,0,203,60,107
61,16200,36061016200,162,Census Tract 162,272018,832556,829,24526,11113
5,16200,36005016200,162,Census Tract 162,180646,0,34,356,18
81,16300,36081016300,163,Census Tract 163,218253,0,219,4444,2326
61,16300,36061016300,163,Census Tract 163,263617,352996,11494,24,369138
47,16300,36047016300,163,Census Tract 163,184092,0,2206,7887,6813
5,16300,36005016300,163,Census Tract 163,586016,0,35,574,28
81,16400,36081016400,164,Census Tract 164,197820,0,37,44,24
47,16400,36047016400,164,Census Tract 164,797084,650272,59,34,66
5,16400,36005016400,164,Census Tract 164,164578,0,15,439,14
61,16400,36061016400,164,Census Tract 164,177390,0,971,24824,48667
61,16500,36061016500,165,Census Tract 165,204317,0,11641,29,343030
47,16500,36047016500,165,Census Tract 165,186642,0,2987,4953,2285
5,16500,36005016500,165,Census Tract 165,196842,0,17,978,102
81,16600,36081016600,166,Census Tract 166,202884,0,45,259,48
61,16600,36061016600,166,Census Tract 166,174218,0,1087,16469,49990
47,16600,36047016600,166,Census Tract 166,266930,0,146,31,24
5,16600,36005016600,166,Census Tract 166,285611,0,40,170,22
47,16700,36047016700,167,Census Tract 167,168915,0,2711,5791,2726
61,16700,36061016700,167,Census Tract 167,196978,141457,9492,17,334886
5,16700,36005016700,167,Census Tract 167,205837,0,85,1815,81
81,16800,36081016800,168,Census Tract 168,211385,0,38,55,29
47,16800,36047016800,168,Census Tract 168,168295,117619,39,7,23
61,16800,36061016800,168,Census Tract 168,199278,0,3201,111153,74142
81,16900,36081016900,169,Census Tract 169,231080,0,862,3302,7250
47,16900,36047016900,169,Census Tract 169,209462,0,1552,3550,1781
5,16900,36005016900,169,Census Tract 169,92915,0,5,941,26
61,16900,36061016900,169,Census Tract 169,180002,0,8867,26,261500
85,16901,36085016901,169.01,Census Tract 169.01,823443,0,13,8,20
81,17000,36081017000,170,Census Tract 170,217461,0,21,55,53
47,17000,36047017000,170,Census Tract 170,209047,0,148,50,72
61,17000,36061017000,170,Census Tract 170,182916,0,709,25313,44400
85,17005,36085017005,170.05,Census Tract 170.05,1497209,681,1,1,3
85,17007,36085017007,170.07,Census Tract 170.07,1460404,1188,3,0,7
85,17008,36085017008,170.08,Census Tract 170.08,1036915,0,3,0,6
85,17009,36085017009,170.09,Census Tract 170.09,1074718,0,1,2,3
85,17010,36085017010,170.1,Census Tract 170.10,1110579,219,1,3,4
85,17011,36085017011,170.11,Census Tract 170.11,719395,0,0,2,1
85,17012,36085017012,170.12,Census Tract 170.12,1004725,0,1,1,6
81,17100,36081017100,171,Census Tract 171,1248954,0,723,17402,12852
47,17100,36047017100,171,Census Tract 171,208489,0,910,992,554
5,17100,36005017100,171,Census Tract 171,174589,0,10,353,21
61,17100,36061017100,171,Census Tract 171,217835,194050,10124,21,317203
81,17200,36081017200,172,Census Tract 172,191064,0,53,82,99
61,17200,36061017200,172,Census Tract 172,177939,0,650,22861,34453
47,17200,36047017200,172,Census Tract 172,206303,0,50,31,44
85,17300,36085017300,173,Census Tract 173,343224,0,9,0,4
61,17300,36061017300,173,Census Tract 173,178602,0,9160,17,233548
5,17300,36005017300,173,Census Tract 173,165274,0,51,3679,228
81,17400,36081017400,174,Census Tract 174,190574,0,34,95,92
47,17400,36047017400,174,Census Tract 174,165550,91465,52,19,35
61,17401,36061017401,174.01,Census Tract 174.01,100812,0,532,19415,14492
61,17402,36061017402,174.02,Census Tract 174.02,50730,0,338,10876,6357
47,17500,36047017500,175,Census Tract 175,1961397,0,171,470,306
61,17500,36061017500,175,Census Tract 175,216905,192184,9634,33,270018
5,17500,36005017500,175,Census Tract 175,151593,0,29,1720,88
81,17600,36081017600,176,Census Tract 176,189834,0,3,27,46
85,17600,36085017600,176,Census Tract 176,3407728,2019523,3,1,6
47,17600,36047017600,176,Census Tract 176,133636,83378,42,12,48
85,17700,36085017700,177,Census Tract 177,3523564,2825,55,10,23
47,17700,36047017700,177,Census Tract 177,2313042,227326,2690,10945,6331
61,17700,36061017700,177,Census Tract 177,174561,0,4841,24,162949
5,17701,36005017701,177.01,Census Tract 177.01,106630,0,25,1717,73
5,17702,36005017702,177.02,Census Tract 177.02,140905,0,26,1542,66
81,17800,36081017800,178,Census Tract 178,188704,0,12,59,57
47,17800,36047017800,178,Census Tract 178,164020,0,59,77,79
61,17800,36061017800,178,Census Tract 178,248851,209809,1842,26826,15403
61,17900,36061017900,179,Census Tract 179,213916,190568,7365,23,214844
81,17900,36081017900,179,Census Tract 179,473761,0,1346,14954,28966
47,17900,36047017900,179,Census Tract 179,158819,0,1198,7198,3534
5,17901,36005017901,179.01,Census Tract 179.01,76723,0,84,3227,154
5,17902,36005017902,179.02,Census Tract 179.02,77544,0,40,2021,68
81,18000,36081018000,180,Census Tract 180,138242,0,20,144,115
61,18000,36061018000,180,Census Tract 180,212522,0,1051,22579,40788
47,18000,36047018000,180,Census Tract 180,176116,0,26,32,53
85,18100,36085018100,181,Census Tract 181,5199542,31114,13,5,6
47,18100,36047018100,181,Census Tract 181,168843,0,4636,19776,10347
61,18100,36061018100,181,Census Tract 181,138455,0,3815,44,176251
81,18101,36081018101,181.01,Census Tract 181.01,96143,0,494,8271,17575
5,18101,36005018101,181.01,Census Tract 181.01,77226,0,10,1381,107
81,18102,36081018102,181.02,Census Tract 181.02,96555,0,499,8372,16076
5,18102,36005018102,181.02,Census Tract 181.02,96381,0,75,3993,248
81,18200,36081018200,182,Census Tract 182,260745,0,91,134,2218
47,18200,36047018200,182,Census Tract 182,165467,0,36,16,20
61,18200,36061018200,182,Census Tract 182,176899,0,739,35576,27171
81,18300,36081018300,183,Census Tract 183,215023,0,815,24812,26802
47,18300,36047018300,183,Census Tract 183,137311,0,3185,17422,12045
61,18300,36061018300,183,Census Tract 183,224312,187898,6078,69,249654
5,18301,36005018301,183.01,Census Tract 183.01,67872,0,224,4523,288
5,18302,36005018302,183.02,Census Tract 183.02,112287,0,96,4675,258
47,18400,36047018400,184,Census Tract 184,149131,0,38,7,11
61,18400,36061018400,184,Census Tract 184,176580,0,829,25846,13687
5,18400,36005018400,184,Census Tract 184,447411,0,102,731,39
81,18401,36081018401,184.01,Census Tract 184.01,190346,0,29,43,36
81,18402,36081018402,184.02,Census Tract 184.02,212544,0,33,37,15
5,18500,36005018500,185,Census Tract 185,412151,0,59,5254,438
61,18500,36061018500,185,Census Tract 185,130383,0,3293,26,152049
47,18501,36047018501,185.01,Census Tract 185.01,111094,0,748,4403,2815
81,18501,36081018501,185.01,Census Tract 185.01,98522,0,407,883,672
81,18502,36081018502,185.02,Census Tract 185.02,98391,0,784,1419,894
81,18600,36081018600,186,Census Tract 186,180949,0,32,29,1104
47,18600,36047018600,186,Census Tract 186,113058,0,35,4,13
61,18600,36061018600,186,Census Tract 186,121738,0,304,15805,12119
81,18700,36081018700,187,Census Tract 187,236444,0,677,1132,2181
61,18700,36061018700,187,Census Tract 187,218107,184467,4975,27,167251
47,18700,36047018700,187,Census Tract 187,85762,0,1299,8310,4473
85,18701,36085018701,187.01,Census Tract 187.01,385717,0,4,1,3
85,18702,36085018702,187.02,Census Tract 187.02,1012445,0,11,4,31
81,18800,36081018800,188,Census Tract 188,178872,0,94,44,1017
47,18800,36047018800,188,Census Tract 188,175213,0,48,23,31
61,18800,36061018800,188,Census Tract 188,148532,0,866,31501,34190
81,18900,36081018900,189,Census Tract 189,217707,0,514,1230,1242
61,18900,36061018900,189,Census Tract 189,265399,0,2318,37,116385
5,18900,36005018900,189,Census Tract 189,355564,0,1014,5658,973
85,18901,36085018901,189.01,Census Tract 189.01,1086482,0,11,6,14
85,18902,36085018902,189.02,Census Tract 189.02,796480,0,8,8,15
81,19000,36081019000,190,Census Tract 190,188259,0,9,51,29
61,19000,36061019000,190,Census Tract 190,103802,0,647,30730,14338
47,19000,36047019000,190,Census Tract 190,212934,0,100,30,44
61,19100,36061019100,191,Census Tract 191,223476,175654,3686,31,181744
47,19100,36047019100,191,Census Tract 191,253805,0,3352,18032,8326
81,19200,36081019200,192,Census Tract 192,201046,0,83,63,1418
47,19200,36047019200,192,Census Tract 192,189790,0,73,83,44
61,19200,36061019200,192,Census Tract 192,189854,175645,293,3788,2470
47,19300,36047019300,193,Census Tract 193,269728,0,2216,9843,5298
61,19300,36061019300,193,Census Tract 193,175716,0,2313,11238,92966
5,19300,36005019300,193,Census Tract 193,241295,0,82,1935,187
47,19400,36047019400,194,Census Tract 194,178420,0,61,52,65
81,19400,36081019400,194,Census Tract 194,305897,0,73,113,2142
61,19400,36061019400,194,Census Tract 194,175052,0,968,16999,20016
5,19400,36005019400,194,Census Tract 194,840070,393,39,701,103
47,19500,36047019500,195,Census Tract 195,137021,0,2324,15022,7309
5,19500,36005019500,195,Census Tract 195,219844,0,612,14365,1194
61,19500,36061019500,195,Census Tract 195,218436,166301,3102,14314,140207
81,19600,36081019600,196,Census Tract 196,222897,0,12,56,24
47,19600,36047019600,196,Census Tract 196,188307,0,75,26,26
61,19600,36061019600,196,Census Tract 196,177186,0,1464,91804,38779
85,19700,36085019700,197,Census Tract 197,300156,0,4,0,3
47,19700,36047019700,197,Census Tract 197,169827,0,2804,11385,6627
5,19700,36005019700,197,Census Tract 197,148088,0,74,7525,588
61,19701,36061019701,197.01,Census Tract 197.01,235976,0,965,30396,26111
61,19702,36061019702,197.02,Census Tract 197.02,47396,0,690,12737,27735
61,19800,36061019800,198,Census Tract 198,225452,0,1333,114181,25550
81,19800,36081019800,198,Census Tract 198,207719,0,22,105,36
47,19800,36047019800,198,Census Tract 198,134715,0,42,21,17
85,19800,36085019800,198,Census Tract 198,5815909,4306358,0,2,5
61,19900,36061019900,199,Census Tract 199,226590,192056,3392,78568,123516
47,19900,36047019900,199,Census Tract 199,188914,0,3081,16933,8735
81,19900,36081019900,199,Census Tract 199,1590841,87694,1669,3163,7570
5,19900,36005019900,199,Census Tract 199,177087,0,91,4508,289
47,20000,36047020000,200,Census Tract 200,134858,0,61,20,16
5,20000,36005020000,200,Census Tract 200,341895,0,145,8836,221
61,20000,36061020000,200,Census Tract 200,129288,0,1433,46128,15688
85,20100,36085020100,201,Census Tract 201,628177,0,2,28,46
47,20100,36047020100,201,Census Tract 201,175379,0,2855,14369,5249
5,20100,36005020100,201,Census Tract 201,282706,0,59,1905,213
61,20101,36061020101,201.01,Census Tract 201.01,55127,0,1126,19813,14067
61,20102,36061020102,201.02,Census Tract 201.02,83350,0,1173,25313,28715
5,20200,36005020200,202,Census Tract 202,124809,0,26,1058,72
81,20200,36081020200,202,Census Tract 202,153117,0,62,152,2812
47,20200,36047020200,202,Census Tract 202,134828,0,45,13,26
47,20300,36047020300,203,Census Tract 203,140848,0,1862,8373,4516
61,20300,36061020300,203,Census Tract 203,178223,0,2120,58972,51879
81,20400,36081020400,204,Census Tract 204,286644,0,24,267,49
47,20400,36047020400,204,Census Tract 204,134801,0,90,12,21
5,20400,36005020400,204,Census Tract 204,134282,0,36,569,37
61,20500,36061020500,205,Census Tract 205,281121,374540,2441,38105,83801
47,20500,36047020500,205,Census Tract 205,159711,0,2759,9971,4685
81,20500,36081020500,205,Census Tract 205,586500,0,149,373,1102
5,20501,36005020501,205.01,Census Tract 205.01,267887,0,39,1816,237
5,20502,36005020502,205.02,Census Tract 205.02,101737,0,12,721,54
81,20600,36081020600,206,Census Tract 206,148614,0,30,165,1252
47,20600,36047020600,206,Census Tract 206,170942,0,50,24,35
61,20600,36061020600,206,Census Tract 206,148748,0,653,10117,5832
5,20601,36005020601,206.01,Census Tract 206.01,151551,0,47,1521,65
85,20700,36085020700,207,Census Tract 207,959811,525979,3,21,7
47,20700,36047020700,207,Census Tract 207,137888,0,2533,5598,2883
61,20701,36061020701,207.01,Census Tract 207.01,47273,0,931,15326,10996
81,20800,36081020800,208,Census Tract 208,543966,0,562,57686,2547
61,20800,36061020800,208,Census Tract 208,148566,0,1307,19546,9071
47,20800,36047020800,208,Census Tract 208,143316,0,43,4,39
85,20801,36085020801,208.01,Census Tract 208.01,2597005,7616,2,1,9
85,20803,36085020803,208.03,Census Tract 208.03,2098784,0,1,0,2
85,20804,36085020804,208.04,Census Tract 208.04,1330758,0,0,0,3
5,20900,36005020900,209,Census Tract 209,132467,0,41,2717,134
61,20901,36061020901,209.01,Census Tract 209.01,115805,0,439,42814,13764
47,21000,36047021000,210,Census Tract 210,150015,0,43,33,44
61,21000,36061021000,210,Census Tract 210,203705,116287,403,6445,4611
5,21001,36005021001,210.01,Census Tract 210.01,192403,0,92,3130,108
5,21002,36005021002,210.02,Census Tract 210.02,172052,0,76,2839,111
47,21100,36047021100,211,Census Tract 211,173676,0,1057,3347,1590
5,21100,36005021100,211,Census Tract 211,153028,0,69,3606,152
61,21100,36061021100,211,Census Tract 211,347999,307945,1869,47626,72933
81,21200,36081021200,212,Census Tract 212,239055,0,300,7214,1841
47,21200,36047021200,212,Census Tract 212,190833,0,101,64,84
61,21200,36061021200,212,Census Tract 212,176416,0,1127,30971,13935
5,21200,36005021200,212,Census Tract 212,101019,0,46,1417,71
85,21300,36085021300,213,Census Tract 213,784576,0,1,5,5
47,21300,36047021300,213,Census Tract 213,184156,0,1038,3889,1739
5,21301,36005021301,213.01,Census Tract 213.01,65397,0,18,763,51
5,21302,36005021302,213.02,Census Tract 213.02,165924,0,67,2279,112
61,21303,36061021303,213.03,Census Tract 213.03,153292,0,920,10248,5698
81,21400,36081021400,214,Census Tract 214,380752,0,273,2566,3075
47,21400,36047021400,214,Census Tract 214,167965,0,39,54,60
61,21400,36061021400,214,Census Tract 214,135562,0,602,7547,1387
61,21500,36061021500,215,Census Tract 215,69710,0,536,12381,6283
47,21500,36047021500,215,Census Tract 215,152318,0,2379,8748,4985
5,21501,36005021501,215.01,Census Tract 215.01,91954,0,26,3097,139
5,21502,36005021502,215.02,Census Tract 215.02,155720,0,34,2711,122
81,21600,36081021600,216,Census Tract 216,641835,0,332,43021,3340
61,21600,36061021600,216,Census Tract 216,173198,0,2017,31349,28726
47,21600,36047021600,216,Census Tract 216,168178,0,32,8,9
5,21601,36005021601,216.01,Census Tract 216.01,164036,0,29,1246,132
5,21602,36005021602,216.02,Census Tract 216.02,165503,0,79,6216,285
47,21700,36047021700,217,Census Tract 217,119678,0,1892,8893,4104
5,21700,36005021700,217,Census Tract 217,161512,0,26,2015,187
61,21703,36061021703,217.03,Census Tract 217.03,313864,0,478,7617,3346
47,21800,36047021800,218,Census Tract 218,157820,0,32,30,29
61,21800,36061021800,218,Census Tract 218,181869,0,2022,51800,29061
5,21800,36005021800,218,Census Tract 218,320045,0,53,1338,116
81,21900,36081021900,219,Census Tract 219,1283506,107995,159,289,625
47,21900,36047021900,219,Census Tract 219,147046,0,1847,8998,3930
61,21900,36061021900,219,Census Tract 219,279408,191783,1080,24416,30120
5,21900,36005021900,219,Census Tract 219,142939,0,43,3446,220
61,22000,36061022000,220,Census Tract 220,174954,0,1943,30794,18234
47,22000,36047022000,220,Census Tract 220,194279,0,86,96,67
5,22000,36005022000,220,Census Tract 220,229355,0,62,4431,249
81,22001,36081022001,220.01,Census Tract 220.01,396663,0,275,842,1382
81,22002,36081022002,220.02,Census Tract 220.02,306106,0,251,900,462
47,22100,36047022100,221,Census Tract 221,152083,0,1828,6491,2864
5,22101,36005022101,221.01,Census Tract 221.01,68119,0,21,2119,72
5,22102,36005022102,221.02,Census Tract 221.02,78293,0,52,2879,141
61,22102,36061022102,221.02,Census Tract 221.02,99000,0,654,12546,5136
61,22200,36061022200,222,Census Tract 222,181422,0,2097,78958,24946
47,22200,36047022200,222,Census Tract 222,176184,0,87,108,100
5,22200,36005022200,222,Census Tract 222,221189,0,42,4010,173
85,22300,36085022300,223,Census Tract 223,771118,627543,4,28,2
5,22300,36005022300,223,Census Tract 223,92765,0,79,3725,121
61,22301,36061022301,223.01,Census Tract 223.01,186804,131253,792,28725,27200
61,22302,36061022302,223.02,Census Tract 223.02,60095,96898,395,6608,9964
47,22400,36047022400,224,Census Tract 224,175565,0,50,56,72
61,22400,36061022400,224,Census Tract 224,194687,0,879,25912,11790
5,22401,36005022401,224.01,Census Tract 224.01,85053,0,143,2263,133
5,22403,36005022403,224.03,Census Tract 224.03,124862,0,59,1914,96
5,22404,36005022404,224.04,Census Tract 224.04,92720,0,49,643,32
61,22500,36061022500,225,Census Tract 225,262466,136149,923,22017,19026
5,22500,36005022500,225,Census Tract 225,180022,0,57,3619,116
85,22600,36085022600,226,Census Tract 226,8078874,2004411,3,4,11
47,22600,36047022600,226,Census Tract 226,156180,0,82,66,67
61,22600,36061022600,226,Census Tract 226,152978,0,1340,21387,8971
47,22700,36047022700,227,Census Tract 227,240700,0,2042,20785,6957
61,22700,36061022700,227,Census Tract 227,150703,0,1158,17735,5136
5,22701,36005022701,227.01,Census Tract 227.01,114010,0,38,2655,224
5,22702,36005022702,227.02,Census Tract 227.02,50556,0,23,1904,118
5,22703,36005022703,227.03,Census Tract 227.03,38660,0,51,2824,72
47,22800,36047022800,228,Census Tract 228,167373,0,79,82,187
5,22800,36005022800,228,Census Tract 228,172197,0,91,307,46
61,22800,36061022800,228,Census Tract 228,180634,0,1147,28958,10905
85,22800,36085022800,228,Census Tract 228,9643534,1737910,1,1,8
81,22900,36081022900,229,Census Tract 229,1342307,0,75,325,1680
47,22900,36047022900,229,Census Tract 229,171832,0,2082,7070,4235
61,22900,36061022900,229,Census Tract 229,211053,131446,991,32006,21841
5,22901,36005022901,229.01,Census Tract 229.01,121893,0,20,1403,86
5,22902,36005022902,229.02,Census Tract 229.02,91601,0,31,360,39
