Year	TeamID	Team	W	L	RS	RA	DOFF	at_time_pyth	preseason_talent	made_playoffs
2013	CLE	Cleveland	59	48	513	462	39.65	0.547759213	76.81620486	0
2013	KCR	Kansas City	53	51	410	405	8.9	0.505613332	76.30235247	0
2013	MIN	Minnesota	45	59	418	472	0.15	0.444642732	67.39604301	0
2013	CHW	Chicago	40	65	390	467	0	0.418305344	74.27277045	0
2013	OAK	Oakland	63	45	481	417	80.25	0.564953208	83.92588157	1
2013	TEX	Texas	59	49	456	443	33.45	0.513229202	89.20580395	0
2013	SEA	Seattle	50	57	428	482	0.7	0.445852608	77.42503808	0
2013	LAA	Los Angeles	48	58	477	497	0.3	0.4812177	88.68884266	0
2013	HOU	Houston	36	70	405	560	0	0.355944294	64.41210179	0
2013	ATL	Atlanta	63	45	483	382	96.3	0.605709073	84.54676617	1
2013	WSN	Washington	52	56	401	438	4.6	0.459709747	87.28349973	0
2013	PHI	Philadelphia	50	57	407	488	2.5	0.417717815	82.52556371	0
2013	NYM	New York	48	57	434	465	1.3	0.468477625	78.99937879	0
2013	MIA	Miami	41	65	338	433	0	0.388582138	69.34245072	0
2013	PIT	Pittsburgh	65	42	420	356	80.4	0.575064028	79.07692549	1
2013	STL	St. Louis	62	44	505	386	62.45	0.620520847	84.27616628	1
2013	CIN	Cincinnati	60	49	470	387	42.7	0.58797094	89.62954321	0
2013	CHC	Chicago	49	58	428	447	0.95	0.480138761	79.42287582	0
2013	MIL	Milwaukee	46	62	424	488	0.1	0.436036158	80.47286418	0
2013	LAD	Los Angeles	57	49	419	412	65.65	0.507707153	88.93148242	1
2013	ARI	Arizona	55	52	448	431	34.15	0.517691065	84.81702325	0
2013	COL	Colorado	51	58	478	491	4.6	0.487726188	72.32468938	0
2013	SDP	San Diego	50	59	434	491	2.85	0.443783381	76.52568246	0
2013	SFG	San Francisco	47	59	411	470	1.4	0.438937506	84.72223161	0
2012	NYY	New York	60	43	497	420	78.35	0.576410102	93.83522504	1
2012	BAL	Baltimore	55	49	436	487	25.2	0.449562621	73.43562627	1
2012	TBR	Tampa Bay	54	50	428	409	18.2	0.520762232	87.69867441	0
2012	BOS	Boston	53	51	510	473	13	0.534402324	88.7582346	0
2012	TOR	Toronto	51	52	505	493	7.5	0.511000759	78.38031158	0
2012	CHW	Chicago	56	47	490	430	64.4	0.55947581	78.45024183	0
2012	DET	Detroit	54	50	463	456	33.95	0.506969216	85.53318265	1
2012	CLE	Cleveland	50	53	439	510	10.05	0.431842507	79.20352322	0
2012	MIN	Minnesota	44	59	453	537	0.45	0.422798938	73.35367364	0
2012	KCR	Kansas City	42	60	423	484	0.2	0.438679173	71.20390546	0
2012	TEX	Texas	59	43	507	434	70.2	0.570650004	91.01387468	0
2012	LAA	Los Angeles	57	47	475	416	40.9	0.560381886	86.53244354	0
2012	OAK	Oakland	56	47	414	384	36.45	0.534360472	76.25219907	1
2012	SEA	Seattle	49	57	423	422	1.15	0.501082839	70.03718243	0
2012	WSN	Washington	61	41	440	366	78.65	0.583456439	80.58720438	1
2012	ATL	Atlanta	59	44	479	427	55	0.552381432	86.33196423	0
2012	NYM	New York	50	54	468	480	2.25	0.488419174	79.35002688	0
2012	MIA	Miami	47	56	378	469	0.5	0.402575156	83.82418701	0
2012	PHI	Philadelphia	46	57	436	465	0.3	0.47057326	90.22896347	0
2012	CIN	Cincinnati	62	41	444	379	79.25	0.571914777	84.50141463	1
2012	PIT	Pittsburgh	59	44	423	391	52.2	0.53592704	71.42111516	0
2012	STL	St. Louis	55	48	509	410	20.1	0.597681098	87.98336591	1
2012	MIL	Milwaukee	47	56	470	478	0.55	0.492278912	85.39697876	0
2012	CHC	Chicago	43	59	383	450	0.05	0.426775568	74.13306346	0
2012	HOU	Houston	35	70	406	532	0	0.378803159	64.87436273	0
2012	SFG	San Francisco	56	47	412	406	52.4	0.506711209	84.21845231	1
2012	LAD	Los Angeles	56	49	410	399	40.3	0.512439485	79.63202191	0
2012	ARI	Arizona	53	51	477	437	18.35	0.5399838	83.38869501	0
2012	SDP	San Diego	44	61	394	450	0.1	0.439497688	80.04893026	0
2012	COL	Colorado	37	64	477	575	0	0.41533782	80.05488646	0
2011	BOS	Boston	66	40	586	443	95.1	0.62526174	92.46820263	0
2011	NYY	New York	64	42	560	410	88.4	0.638891624	92.302747	1
2011	TBR	Tampa Bay	56	51	454	424	7.5	0.531235683	87.2370906	1
2011	TOR	Toronto	55	53	510	493	3.3	0.515504987	76.67871476	0
2011	BAL	Baltimore	42	63	430	560	0	0.381450204	76.87775758	0
2011	DET	Detroit	57	51	484	490	54.7	0.494363617	81.74728253	1
2011	CLE	Cleveland	53	52	440	452	26.6	0.487692327	74.03424676	0
2011	CHW	Chicago	52	54	417	424	14.6	0.49238448	82.44508935	0
2011	MIN	Minnesota	50	58	426	517	4.1	0.412341415	84.60188971	0
2011	KCR	Kansas City	46	62	477	524	0.4	0.457111999	68.28301139	0
2011	TEX	Texas	61	48	548	458	65.7	0.581348888	85.5963302	1
2011	LAA	Los Angeles	59	50	421	400	38.8	0.523392401	77.61031812	0
2011	OAK	Oakland	49	59	415	425	0.6	0.489108351	82.99651832	0
2011	SEA	Seattle	45	62	349	416	0.1	0.420341318	70.340408	0
2011	PHI	Philadelphia	68	39	467	357	98.4	0.620465867	89.21111864	1
2011	ATL	Atlanta	63	46	439	386	74.5	0.55859245	87.55972687	0
2011	NYM	New York	55	53	486	471	5.6	0.514338935	79.83714107	0
2011	FLA	Florida	53	55	435	469	2	0.465624358	83.56281583	0
2011	WSN	Washington	51	56	413	433	0.9	0.478378256	71.79752389	0
2011	MIL	Milwaukee	60	49	467	462	58.4	0.504924538	82.3420361	1
2011	STL	St. Louis	57	51	517	466	29	0.547372174	86.625693	1
2011	PIT	Pittsburgh	54	52	406	410	14.3	0.49551479	68.79933725	0
2011	CIN	Cincinnati	53	55	508	468	4.8	0.537450744	83.15305618	0
2011	CHC	Chicago	43	65	428	541	0	0.394422033	78.49783933	0
2011	HOU	Houston	35	73	409	539	0	0.376347417	67.76495127	0
2011	SFG	San Francisco	61	47	382	379	67.9	0.503607052	90.59226567	0
2011	ARI	Arizona	59	49	492	467	42.4	0.523840286	75.33683269	1
2011	COL	Colorado	51	57	483	494	1.4	0.489699078	85.04148013	0
2011	LAD	Los Angeles	48	59	393	435	0.3	0.453680281	84.53695655	0
2011	SDP	San Diego	47	62	383	412	0.1	0.466657382	79.97982224	0
2010	NYY	New York	66	37	563	422	91	0.628909639	90.22479508	1
2010	TBR	Tampa Bay	64	39	523	397	81.9	0.623499992	89.41361653	1
2010	BOS	Boston	59	45	542	475	20.4	0.560076046	92.96600023	0
2010	TOR	Toronto	54	50	486	449	2.7	0.536164212	76.65177295	0
2010	BAL	Baltimore	32	72	375	568	0	0.318688047	76.35421498	0
2010	CHW	Chicago	58	45	475	425	51.5	0.550710771	80.14393936	0
2010	MIN	Minnesota	58	46	514	425	44.6	0.586119254	82.41943391	1
2010	DET	Detroit	52	51	453	472	6.9	0.481211612	79.48925846	0
2010	KCR	Kansas City	44	60	449	559	0	0.401071706	74.53342157	0
2010	CLE	Cleveland	43	61	416	504	0	0.41310102	78.53032564	0
2010	TEX	Texas	61	43	523	430	88.8	0.58863058	82.64810055	1
2010	OAK	Oakland	52	51	433	417	6.9	0.517218752	81.86295554	0
2010	LAA	Los Angeles	53	53	477	499	5.1	0.479383202	81.5831584	0
2010	SEA	Seattle	39	66	344	461	0	0.369178147	79.60341314	0
2010	ATL	Atlanta	59	44	475	401	69.5	0.576864923	85.76343487	1
2010	PHI	Philadelphia	56	48	487	442	31	0.544240568	89.35776213	1
2010	NYM	New York	53	51	449	411	10.6	0.540368517	78.70239366	0
2010	FLA	Florida	53	51	473	454	10.4	0.518747879	80.49306105	0
2010	WSN	Washington	46	58	429	473	0.2	0.455448865	72.60300404	0
2010	STL	St. Louis	58	46	464	383	60.1	0.586880591	87.47532888	0
2010	CIN	Cincinnati	58	47	515	445	53.9	0.566442094	76.88636401	1
2010	MIL	Milwaukee	48	57	486	566	0.9	0.430731965	79.00547241	0
2010	CHC	Chicago	46	58	437	493	0.4	0.445059223	81.0285172	0
2010	HOU	Houston	44	59	375	495	0.1	0.375646991	77.12968025	0
2010	PIT	Pittsburgh	36	67	358	552	0	0.311649808	70.69645229	0
2010	SDP	San Diego	60	42	443	353	75.9	0.602428965	72.60233186	0
2010	SFG	San Francisco	60	45	467	385	62.5	0.58742904	81.71744912	1
2010	LAD	Los Angeles	54	50	459	452	12.4	0.50703041	85.85572186	0
2010	COL	Colorado	54	50	501	458	12.2	0.540962625	85.18248555	0
2010	ARI	Arizona	38	66	465	590	0	0.392767053	80.60805929	0
2009	NYY	New York	62	41	569	491	77.7	0.567045877	94.39227623	1
2009	BOS	Boston	60	42	526	442	64.5	0.578935278	93.69897159	1
2009	TBR	Tampa Bay	56	47	536	464	19.6	0.565613621	90.01744602	0
2009	TOR	Toronto	49	54	499	460	0.8	0.537162511	80.34043091	0
2009	BAL	Baltimore	44	58	472	531	0	0.446321919	75.12331281	0
2009	DET	Detroit	53	48	471	441	46.3	0.530073204	80.63613842	0
2009	CHW	Chicago	53	51	473	468	28.8	0.504861742	78.31563784	0
2009	MIN	Minnesota	52	51	501	487	25.4	0.512963549	79.55193262	1
2009	CLE	Cleveland	43	60	528	561	0.4	0.472292649	85.56419938	0
2009	KCR	Kansas City	40	62	396	507	0.1	0.388840882	75.10669549	0
2009	LAA	Los Angeles	61	40	566	502	79.8	0.554677702	82.82090491	1
2009	TEX	Texas	58	43	493	445	50.2	0.546727211	73.00595142	0
2009	SEA	Seattle	53	50	396	446	6.3	0.445814709	75.84668245	0
2009	OAK	Oakland	44	58	458	499	0	0.460855632	81.8441182	0
2009	PHI	Philadelphia	59	42	544	466	83	0.570334838	87.28377788	1
2009	FLA	Florida	54	49	466	474	22.3	0.492213208	74.1858549	0
2009	ATL	Atlanta	52	51	452	427	10.4	0.526007418	84.16202542	0
2009	NYM	New York	49	53	435	462	3.6	0.472477719	89.66582065	0
2009	WSN	Washington	32	71	454	563	0	0.402806749	74.38648884	0
2009	STL	St. Louis	57	49	470	435	48.1	0.535345346	82.49808975	1
2009	CHC	Chicago	54	47	448	413	41.8	0.537147057	92.95795594	0
2009	MIL	Milwaukee	51	52	482	508	11.3	0.475982667	84.14158452	0
2009	HOU	Houston	51	52	431	480	10.8	0.450896094	72.33198756	0
2009	CIN	Cincinnati	45	57	408	491	0.7	0.416083064	77.58443722	0
2009	PIT	Pittsburgh	44	58	420	446	0.4	0.472548243	66.89427183	0
2009	LAD	Los Angeles	64	39	504	403	95.7	0.600910586	88.91440447	1
2009	SFG	San Francisco	56	47	407	379	35.8	0.532563063	75.32237277	0
2009	COL	Colorado	56	47	508	458	36.1	0.547261101	74.11387152	1
2009	ARI	Arizona	45	58	458	489	0.1	0.470072629	85.45510675	0
2009	SDP	San Diego	42	62	391	524	0	0.369166326	73.50118269	0
2008	TBR	Tampa Bay	63	44	474	433	79.2	0.541295557	81.74253253	1
2008	BOS	Boston	61	48	538	456	49.6	0.575082707	90.8243068	1
2008	NYY	New York	59	49	516	471	32.4	0.541649532	94.837358	0
2008	TOR	Toronto	54	54	457	425	4.7	0.533163098	80.47535855	0
2008	BAL	Baltimore	51	56	517	538	1	0.481792378	68.74931875	0
2008	CHW	Chicago	60	47	536	460	59.4	0.569502349	76.72334867	1
2008	MIN	Minnesota	60	48	536	506	53.5	0.526326483	77.62053385	0
2008	DET	Detroit	55	53	550	522	9.6	0.523886494	89.64396986	0
2008	KCR	Kansas City	50	59	454	528	0.6	0.431354165	73.4476688	0
2008	CLE	Cleveland	47	60	503	498	0.1	0.50457034	89.64580707	0
2008	LAA	Los Angeles	68	40	501	445	99	0.554016677	85.27726142	1
2008	TEX	Texas	56	53	610	644	8	0.475205659	75.87481656	0
2008	OAK	Oakland	53	54	449	408	2.9	0.543696482	80.04855795	0
2008	SEA	Seattle	41	67	435	507	0	0.430382214	76.69340617	0
2008	PHI	Philadelphia	59	49	546	469	49.7	0.569102339	85.53379393	1
2008	NYM	New York	58	50	532	486	38	0.541279777	90.06263386	0
2008	FLA	Florida	58	51	526	547	33.1	0.482097634	72.807923	0
2008	ATL	Atlanta	50	58	493	475	1.1	0.517009858	85.70830071	0
2008	WSN	Washington	38	70	398	524	0	0.376760161	72.87837227	0
2008	CHC	Chicago	65	44	580	450	88.5	0.614061807	87.21218812	1
2008	STL	St. Louis	61	50	531	503	43.4	0.524763345	75.58623569	0
2008	MIL	Milwaukee	60	49	505	495	43.4	0.509149284	85.09483279	1
2008	CIN	Cincinnati	51	58	476	542	0.8	0.440872427	78.87191695	0
2008	HOU	Houston	50	57	466	522	0.7	0.448267797	73.67721158	0
2008	PIT	Pittsburgh	50	58	533	602	0.6	0.444534973	72.57722055	0
2008	ARI	Arizona	56	52	491	463	62.1	0.526837244	84.25106952	0
2008	LAD	Los Angeles	54	54	450	431	35.1	0.519726074	85.31862354	1
2008	COL	Colorado	49	61	512	569	3.1	0.451857821	83.30080632	0
2008	SFG	San Francisco	44	63	419	505	0.5	0.415411608	71.88941999	0
2008	SDP	San Diego	42	67	414	524	0.1	0.393841001	80.92301172	0
2007	BOS	Boston	64	42	545	420	91.8	0.616985313	88.35435082	1
2007	NYY	New York	57	49	612	482	26.7	0.60753975	91.58170264	1
2007	TOR	Toronto	53	53	491	460	5	0.529801703	81.76452576	0
2007	BAL	Baltimore	50	55	479	467	1.4	0.511605303	74.65146813	0
2007	TBD	Tampa Bay	40	66	493	664	0	0.367042753	75.09876193	0
2007	DET	Detroit	61	45	613	529	71.7	0.567019009	85.62956033	0
2007	CLE	Cleveland	60	46	552	501	60.5	0.544234987	89.04097792	1
2007	MIN	Minnesota	55	51	498	475	12.9	0.521619524	89.50580231	0
2007	CHW	Chicago	48	58	449	547	0.3	0.410647469	77.87887093	0
2007	KCR	Kansas City	47	59	493	517	0.2	0.478267034	66.89435796	0
2007	LAA	Los Angeles	62	43	532	466	84.5	0.560304483	85.53946316	1
2007	SEA	Seattle	58	47	506	505	44.1	0.500905044	74.98783204	0
2007	OAK	Oakland	50	57	458	453	0.8	0.505021835	81.93848495	0
2007	TEX	Texas	47	59	514	569	0.1	0.453625513	81.2230739	0
2007	NYM	New York	59	47	483	448	67.6	0.534360472	86.38514046	0
2007	PHI	Philadelphia	56	50	578	536	33.2	0.534458954	86.08383599	1
2007	ATL	Atlanta	56	51	518	482	29.4	0.532906607	82.96894623	0
2007	FLA	Florida	49	58	520	554	1.2	0.471056232	79.3632021	0
2007	WSN	Washington	46	60	404	509	0.3	0.395849167	69.27618647	0
2007	MIL	Milwaukee	58	49	515	477	59.8	0.535010177	81.89888066	0
2007	CHC	Chicago	56	49	490	428	47.5	0.561577423	81.33909121	1
2007	STL	St. Louis	50	53	458	533	9	0.431061003	82.49633396	0
2007	HOU	Houston	46	60	470	540	0.5	0.436821817	81.29235986	0
2007	CIN	Cincinnati	45	62	492	553	0.2	0.446730655	73.42091178	0
2007	PIT	Pittsburgh	42	62	420	520	0	0.403514959	75.31582745	0
2007	ARI	Arizona	59	49	446	473	52.8	0.473135676	84.01189114	1
2007	LAD	Los Angeles	57	49	491	460	41.5	0.529801703	81.01534662	0
2007	SDP	San Diego	56	49	444	400	36.8	0.547600119	85.06705012	0
2007	COL	Colorado	54	51	515	503	19.9	0.510784681	79.26461036	1
2007	SFG	San Francisco	46	58	449	457	0.4	0.491921023	78.24307762	0
2006	BOS	Boston	63	41	577	512	64.6	0.554462383	91.12423403	0
2006	NYY	New York	61	41	570	490	52.2	0.56874992	91.12117596	1
2006	TOR	Toronto	57	48	565	512	8.8	0.54494263	80.27505856	0
2006	BAL	Baltimore	48	59	526	611	0	0.431894397	77.28504326	0
2006	TBD	Tampa Bay	44	62	473	572	0	0.413920919	69.70460453	0
2006	DET	Detroit	70	35	549	418	96.5	0.622198236	80.95115249	1
2006	CHW	Chicago	62	42	596	507	45.2	0.573455902	83.62187585	0
2006	MIN	Minnesota	61	43	531	464	32.5	0.561395061	83.77366957	1
2006	CLE	Cleveland	45	59	567	538	0	0.524000631	88.05576717	0
2006	KCR	Kansas City	37	68	479	621	0	0.383404231	63.56255901	0
2006	OAK	Oakland	56	50	475	476	44.9	0.499037856	90.8826977	1
2006	LAA	Los Angeles	54	51	513	493	28.8	0.518185227	83.8485105	0
2006	SEA	Seattle	52	53	504	494	13.9	0.509167616	76.65515844	0
2006	TEX	Texas	52	54	530	526	12.5	0.50346587	80.83939113	0
2006	NYM	New York	63	41	566	475	98.9	0.57950972	86.40689573	1
2006	PHI	Philadelphia	49	55	526	550	7	0.479599025	85.84356154	0
2006	FLA	Florida	49	56	492	503	5	0.48988539	74.57055075	0
2006	ATL	Atlanta	48	56	549	540	3.8	0.507561579	86.12854574	0
2006	WSN	Washington	47	59	492	554	1.2	0.445913623	72.42898956	0
2006	STL	St. Louis	58	46	512	494	83.5	0.516367667	88.20674573	1
2006	CIN	Cincinnati	55	50	521	534	51.3	0.488726459	77.03076331	0
2006	MIL	Milwaukee	50	56	492	565	7	0.437042169	82.45692483	0
2006	HOU	Houston	49	56	476	504	5.6	0.473873842	83.3825083	0
2006	CHC	Chicago	43	62	437	540	0.2	0.404368938	84.09681232	0
2006	PIT	Pittsburgh	40	66	483	549	0	0.441669388	77.5976499	0
2006	SDP	San Diego	55	50	487	477	54.1	0.509490902	78.71676541	1
2006	ARI	Arizona	54	51	528	524	41.7	0.503479048	73.84145977	0
2006	COL	Colorado	51	54	487	473	15.6	0.513341528	74.02951631	0
2006	SFG	San Francisco	51	55	495	500	13.4	0.495402101	78.67724771	0
2006	LAD	Los Angeles	50	55	524	506	11.8	0.515986469	83.92543128	1
2005	BOS	Boston	59	45	570	502	68.9	0.557858732	95.87671263	1
2005	NYY	New York	56	47	567	526	42.4	0.534285189	92.1321952	1
2005	TOR	Toronto	53	51	513	444	13.4	0.565704296	74.60789596	0
2005	BAL	Baltimore	51	53	491	497	5.8	0.49444348	78.80674708	0
2005	TBD	Tampa Bay	40	66	487	627	0	0.38641454	69.80391737	0
2005	CHW	Chicago	68	35	510	413	99.7	0.595334476	81.41965052	1
2005	CLE	Cleveland	55	51	481	443	14.2	0.537580101	82.9453469	0
2005	MIN	Minnesota	54	50	459	437	14.6	0.522455918	85.54871419	0
2005	DET	Detroit	50	54	476	475	2.4	0.500962144	75.40686221	0
2005	KCR	Kansas City	38	67	455	588	0	0.384789977	70.30378579	0
2005	LAA	Los Angeles	60	45	480	421	71.9	0.559716233	83.92166917	1
2005	OAK	Oakland	58	46	504	450	54.8	0.551662833	87.14106641	0
2005	TEX	Texas	53	51	558	530	11.8	0.523535589	79.99716545	0
2005	SEA	Seattle	45	59	460	484	0.2	0.476749055	77.42521981	0
2005	ATL	Atlanta	61	44	489	401	78.8	0.589784345	85.08974475	1
2005	WSN	Washington	56	49	404	429	28.6	0.472558369	74.04938729	0
2005	FLA	Florida	53	49	473	446	17.2	0.526864324	81.74721454	0
2005	PHI	Philadelphia	55	51	497	500	17.2	0.49724676	88.21376022	0
2005	NYM	New York	53	52	470	431	9.4	0.539547973	79.27665338	0
2005	STL	St. Louis	66	38	532	406	98.3	0.621196841	91.75622585	1
2005	HOU	Houston	57	48	451	404	37.8	0.550179507	83.11662005	1
2005	CHC	Chicago	53	52	479	470	8.1	0.508676944	88.54330374	0
2005	MIL	Milwaukee	52	54	479	453	4	0.525510206	72.62625807	0
2005	CIN	Cincinnati	47	58	539	596	0.2	0.45413903	74.11501311	0
2005	PIT	Pittsburgh	44	61	417	495	0	0.422189201	73.86196126	0
2005	ARI	Arizona	52	55	470	549	42.4	0.429395158	72.58668083	0
2005	SDP	San Diego	51	54	444	482	42.5	0.462500851	82.96822947	1
2005	LAD	Los Angeles	47	58	453	503	10.4	0.452246639	83.82295827	0
2005	SFG	San Francisco	45	59	451	532	5	0.425002082	85.65852644	0
2005	COL	Colorado	37	67	455	580	0.1	0.390741327	74.40378666	0
2004	NYY	New York	65	38	565	504	97.7	0.552079555	100.7263075	1
2004	BOS	Boston	56	46	573	495	40.7	0.566547856	100.0963643	1
2004	TBD	Tampa Bay	49	54	454	499	1.8	0.456869636	60.69483238	0
2004	BAL	Baltimore	46	56	516	554	0.5	0.467536733	78.38332443	0
2004	TOR	Toronto	45	58	451	491	0.2	0.461201276	81.85387965	0
2004	MIN	Minnesota	58	45	485	465	72.5	0.519256475	83.82158257	1
2004	CHW	Chicago	52	49	538	479	20.6	0.552943063	81.47784309	0
2004	CLE	Cleveland	53	51	577	576	16.9	0.500793581	74.09043366	0
2004	DET	Detroit	50	54	551	531	4.5	0.5169086	62.51870591	0
2004	KCR	Kansas City	36	66	429	570	0	0.372840921	78.13009644	0
2004	OAK	Oakland	58	45	520	464	59.1	0.551941435	90.49808056	0
2004	TEX	Texas	57	45	560	508	53.4	0.544468015	74.92102666	0
2004	ANA	Anaheim	56	48	532	480	32.1	0.546918807	82.84676379	1
2004	SEA	Seattle	39	64	433	527	0	0.41107408	85.84040816	0
2004	ATL	Atlanta	57	46	490	419	69.9	0.571128793	84.85113351	1
2004	PHI	Philadelphia	53	51	512	512	19.4	0.5	91.56801542	0
2004	FLA	Florida	52	52	451	459	13	0.491956531	81.03719496	0
2004	NYM	New York	49	54	451	453	4.8	0.497975671	94.53166777	0
2004	MON	Montreal	41	63	377	486	0	0.385858867	79.54545112	0
2004	STL	St. Louis	66	37	556	426	98.8	0.619489499	88.19953785	1
2004	CHC	Chicago	56	48	483	402	27.4	0.58319987	88.33512991	0
2004	HOU	Houston	52	52	484	441	5.3	0.542463281	91.54424925	1
2004	CIN	Cincinnati	51	53	480	567	3.2	0.424377431	74.4181747	0
2004	MIL	Milwaukee	50	53	414	452	2.4	0.459910327	68.02731707	0
2004	PIT	Pittsburgh	49	53	454	450	2.3	0.504048611	70.55624286	0
2004	LAD	Los Angeles	60	43	479	419	75	0.560922868	77.79729425	1
2004	SDP	San Diego	58	46	466	433	49.6	0.53355192	79.69216967	0
2004	SFG	San Francisco	57	49	529	525	28.7	0.503472447	85.4601601	0
2004	COL	Colorado	46	58	560	606	0.2	0.463946168	74.63970437	0
2004	ARI	Arizona	33	73	425	602	0	0.345891534	82.73890879	0
2003	NYY	New York	66	40	569	461	91.8	0.595122515	102.3250916	1
2003	BOS	Boston	63	44	663	554	67.5	0.581439834	98.82774402	1
2003	TOR	Toronto	54	54	624	575	1.6	0.537344823	80.18099376	0
2003	BAL	Baltimore	50	55	533	531	0.7	0.50171992	70.5627483	0
2003	TBD	Tampa Bay	40	66	470	593	0	0.395224127	60.56327695	0
2003	KCR	Kansas City	57	49	547	557	52	0.491712489	67.02100052	0
2003	CHW	Chicago	57	51	499	468	38.1	0.529309403	85.02596913	0
2003	MIN	Minnesota	53	54	507	536	11.1	0.474574355	83.86875509	1
2003	CLE	Cleveland	45	63	456	522	0.1	0.438470976	71.02814745	0
2003	DET	Detroit	28	78	349	564	0	0.293516153	58.57830852	0
2003	SEA	Seattle	66	42	549	416	87	0.6242592	90.51103694	0
2003	OAK	Oakland	62	46	492	414	49.4	0.578320171	90.17984866	1
2003	ANA	Anaheim	52	55	499	470	0.8	0.52736471	84.95227576	0
2003	TEX	Texas	45	63	556	683	0	0.406976251	81.16354618	0
2003	ATL	Atlanta	71	37	620	520	99.5	0.579782335	87.06787779	1
2003	PHI	Philadelphia	60	47	513	419	47.9	0.591555874	88.97617327	0
2003	FLA	Florida	59	49	516	481	28.3	0.532090398	78.5232973	1
2003	MON	Montreal	55	54	488	503	4.4	0.486152837	80.91439223	0
2003	NYM	New York	44	64	446	555	0	0.401281595	80.47889786	0
2003	HOU	Houston	58	50	530	457	53.6	0.567386084	87.4312266	0
2003	STL	St. Louis	56	52	605	536	29.2	0.555175032	87.53041523	0
2003	CHC	Chicago	54	53	485	477	18.1	0.507608736	81.75718093	1
2003	PIT	Pittsburgh	49	57	486	516	2	0.472624005	76.00896151	0
2003	CIN	Cincinnati	49	59	511	621	1.4	0.411739374	77.7942844	0
2003	MIL	Milwaukee	44	64	480	580	0	0.414276828	68.88037936	0
2003	SFG	San Francisco	68	40	514	440	98.4	0.570641964	86.01349954	1
2003	ARI	Arizona	56	52	484	445	8.8	0.538359336	87.61292745	0
2003	COL	Colorado	56	55	597	587	4	0.507727609	79.76050314	0
2003	LAD	Los Angeles	54	53	367	355	4.3	0.515204468	83.05345869	0
2003	SDP	San Diego	42	67	452	571	0	0.394679539	72.44904827	0
2002	NYY	New York	67	39	634	494	89.4	0.612209569	93.8952112	1
2002	BOS	Boston	63	43	573	415	56.7	0.643450305	87.0710411	0
2002	BAL	Baltimore	49	55	464	473	0.1	0.491211948	70.56040503	0
2002	TOR	Toronto	46	59	517	558	0	0.465142029	77.52635412	0
2002	TBD	Tampa Bay	35	71	432	597	0	0.356178503	68.02162076	0
2002	MIN	Minnesota	65	43	561	498	99.3	0.554282988	82.58732711	1
